85,1.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,0
86,1.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,0
87,1.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,0
88,1.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,0
89,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
90,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.0
91,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
92,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0
93,1.0,0.0,0.0,0.0,0.0,1.0,0.5416666666666666,0.0,0.4583333333333333,0.0,1.0,0.0
94,1.0,0.0,0.0,0.0,0.35294117647058826,0.6470588235294118,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0
95,1.0,0.0,0.0,0.013513513513513514,0.5945945945945946,0.3918918918918919,0.5806451612903226,0.0,0.41935483870967744,0.0,1.0,0.0
96,0.6666666666666666,0.3333333333333333,0.0,0.058823529411764705,0.35294117647058826,0.5882352941176471,0.3,0.0,0.7,0.0,1.0,0.0
97,0.7037037037037037,0.2962962962962963,0.0,0.26595744680851063,0.425531914893617,0.30851063829787234,0.3132530120481928,0.21686746987951808,0.46987951807228917,0,0,0
98,0.020202020202020204,0.9393939393939394,0.04040404040404041,0.25,0.39285714285714285,0.35714285714285715,0.10852713178294573,0.7906976744186046,0.10077519379844961,0.0,0.0,1.0
99,0.25384615384615383,0.18461538461538463,0.5615384615384615,0.8153846153846154,0.1076923076923077,0.07692307692307693,0.27472527472527475,0.32967032967032966,0.3956043956043956,0.5102040816326531,0.0,0.4897959183673469
